qid	competition	timestamp	section	number	original_question	original_answer	original_additional_info
ABC01-02-0686	abc ～the first～	2003/03/30	通常問題	686	歌舞伎で、舞台の左右両面に引かれる、黒、柿色、萌黄色の三色の幕を何というでしょう？	定式幕（じょうしきまく）	
ABC01-02-0687	abc ～the first～	2003/03/30	通常問題	687	ＪＲの駅にある指定券売り場のことを、ある色を使って何というでしょう？	みどりの窓口	
ABC01-02-0688	abc ～the first～	2003/03/30	通常問題	688	アンデルセン童話『親指姫』で、姫が結婚させられそうになった動物は何でしょう?	ツバメ	
ABC01-02-0689	abc ～the first～	2003/03/30	通常問題	689	スキーで、Ｐ点、Ｋ点という地点が設けられる競技は何でしょう？	ジャンプ	
ABC01-02-0690	abc ～the first～	2003/03/30	通常問題	690	今日は２００３年３月３０日ですが、あと８日後に生まれる事になっている、手塚治虫原作のマンガのキャラクターといえば何でしょう？	鉄腕アトム	
ABC01-02-0691	abc ～the first～	2003/03/30	通常問題	691	７年から１０年を1周期とする景気の循環のことを、発見したフランスの経済学者の名前を取って何の波というでしょう？	ジュグラーの波	
ABC01-02-0692	abc ～the first～	2003/03/30	通常問題	692	かつては「アルビオン」と呼ばれていた、イギリスの領土の大半を占める島といえば何でしょう？	グレート・ブリテン島	
ABC01-02-0693	abc ～the first～	2003/03/30	通常問題	693	イモリは両生類、ヤモリは爬虫類ですが、コウモリは何類の動物でしょう？	哺乳類	
ABC01-02-0694	abc ～the first～	2003/03/30	通常問題	694	「共に年をとり、死んだら同じ墓に入る」という意味の、夫婦が仲睦まじく連れ添う様子を表す四字熟語は何でしょう？	偕老同穴	
ABC01-02-0695	abc ～the first～	2003/03/30	通常問題	695	キリスト教式の結婚式で、花嫁が父親と入場してくる、祭壇までの通路を何というでしょう？	ヴァージンロード	
ABC01-02-0696	abc ～the first～	2003/03/30	通常問題	696	1404年、足利義満が開始した中国・明朝との貿易のことを、そこで使われた用紙から「何貿易」というでしょう?	勘合貿易	
ABC01-02-0697	abc ～the first～	2003/03/30	通常問題	697	ラグビーで、ボールを持ったプレーヤーの周りに両チームのプレーヤーが密集した状態のことを何というでしょう？	モール	
ABC01-02-0698	abc ～the first～	2003/03/30	通常問題	698	「ぎんなん」がなるのは、どんな木でしょう？	イチョウ	
ABC01-02-0699	abc ～the first～	2003/03/30	通常問題	699	ある地域が共産化すると、その隣接地が連鎖反応的に共産化するという理論のことを、あるゲームに例えて何理論というでしょう？	ドミノ理論	
ABC01-02-0700	abc ～the first～	2003/03/30	通常問題	700	かつての名前をフォールラミと呼んだ、世界の首都の中で唯一頭に「ン」がつく都市はどこでしょう？	ンジャメナ	
ABC01-02-0701	abc ～the first～	2003/03/30	通常問題	701	その病原菌がアジア型とエルトール型に大別される病気は何でしょう？	コレラ	
ABC01-02-0702	abc ～the first～	2003/03/30	通常問題	702	「各自に課せられた仕事の量」といった意味で使われるロシア語といったら何でしょう？	ノルマ	
ABC01-02-0703	abc ～the first～	2003/03/30	通常問題	703	中央の筒の中に炭を入れ、その周りの湯を沸かす、ロシアの卓上湯沸器を何というでしょう？	サモワール	
ABC01-02-0704	abc ～the first～	2003/03/30	通常問題	704	お兄さんの恭一と弟の俊三のあいだで母親の愛情を受けられずに成長していく少年を描いた、下村湖人の自伝的小説は何でしょう？	『次郎物語』	
ABC01-02-0705	abc ～the first～	2003/03/30	通常問題	705	ウシ、ウマ、ロバ、シカのいずれにも似ているが、そのいずれでもないことから名がついた動物は何でしょう？	四不像（しふぞう）	
ABC01-02-0706	abc ～the first～	2003/03/30	通常問題	706	１８世紀末の江戸に突然現れ、わずか１０ヶ月余りの間に約１４０点もの作品を残して姿を消した、謎の浮世絵師といえば誰でしょう？	東洲斎写楽	
ABC01-02-0707	abc ～the first～	2003/03/30	通常問題	707	国連の機関でユネスコの本部があるのはパリですが、ユニセフの本部があるのはどこの都市でしょう？	ニューヨーク	
ABC01-02-0708	abc ～the first～	2003/03/30	通常問題	708	木曽川の一部、飛騨川との合流点から犬山城の下までの峡谷を、あるヨーロッパの川にちなんで何というでしょう？	日本ライン	
ABC01-02-0709	abc ～the first～	2003/03/30	通常問題	709	紫外線のことはアルファベット２文字でＵＶといいますが、赤外線のことはアルファベット2文字で何というでしょう？	ＩＲ	
ABC01-02-0710	abc ～the first～	2003/03/30	通常問題	710	漢字では殿様の「殿」と書く、物事において一番最後に位置する人を指す言葉は何でしょう？	しんがり	
ABC01-02-0711	abc ～the first～	2003/03/30	通常問題	711	自動車に貼るマークで、普通免許を取って１年未満の人がつけるのはわかばマークですが、７５歳以上の運転手が車につけるのは何マークでしょう？	もみじマーク	
ABC01-02-0712	abc ～the first～	2003/03/30	通常問題	712	江戸時代のお金の単位で、金１両は何分だったでしょう？	４分	
ABC01-02-0713	abc ～the first～	2003/03/30	通常問題	713	大相撲で、十両の取り組みが終わり、幕内の取り組みに入るまでの時間を何というでしょう？	中入り	
ABC01-02-0714	abc ～the first～	2003/03/30	通常問題	714	オキナワ、タイワン、クメジマなどの種類がある、クワガタとともに子供に人気があるコガネムシ科の昆虫といえば何でしょう？	カブトムシ	
ABC01-02-0715	abc ～the first～	2003/03/30	通常問題	715	竹や木を用いて川をせきとめるもので、転じて自分にまとわりついて行動の邪魔をするものをさす言葉は何でしょう？	しがらみ	
ABC01-02-0716	abc ～the first～	2003/03/30	通常問題	716	日本の都市をヘボン式のアルファベット順に並べた時、最初に来るのは網走市ですが、最後に来るのは何市でしょう？	逗子市	
ABC01-02-0717	abc ～the first～	2003/03/30	通常問題	717	ピアノをその構造から大きく二つに分けると、グランドピアノと何ピアノでしょう？	アップライトピアノ	
ABC01-02-0718	abc ～the first～	2003/03/30	通常問題	718	演劇用語で､幕を閉めずに照明を暗くして場面の切り替えを行うことを､漢字２文字で何というでしょう？	暗転	
ABC01-02-0719	abc ～the first～	2003/03/30	通常問題	719	将棋で、お互いに同じ手順を三回繰り返して勝負がつかないことを何というでしょう？	千日手	
ABC01-02-0720	abc ～the first～	2003/03/30	通常問題	720	石原慎太郎が東京都知事選に再出馬していますが、彼が昭和30年度の芥川賞を受賞した作品は何でしょう？	『太陽の季節』	
ABC01-02-0721	abc ～the first～	2003/03/30	通常問題	721	ボウリングで、ストライクもスペアも取れなかったフレームのことを何というでしょう？	オープンフレーム	
ABC01-02-0722	abc ～the first～	2003/03/30	通常問題	722	総合的科学データブック『理科年表』の編集元である、文部科学省の付属機関はどこでしょう？	国立天文台	
ABC01-02-0723	abc ～the first～	2003/03/30	通常問題	723	16世紀の日本でキリスト教の布教を行ったオルガンティーノ、ヴァリニャーノ、ザビエルらが所属していた修道会の名前は何でしょう？	イエズス会／耶蘇会	
ABC01-02-0724	abc ～the first～	2003/03/30	通常問題	724	フロリダ半島があるのはアメリカですが、カリフォルニア半島があるのはどこの国でしょう？	メキシコ	
ABC01-02-0725	abc ～the first～	2003/03/30	通常問題	725	１９７２年にアポロ計画が終了しましたが、最後の宇宙船はアポロ何号だったでしょう？	１７号	
ABC01-02-0726	abc ～the first～	2003/03/30	通常問題	726	向こう見ずに猛烈な勢いで突き進むことを、「イノシシ」という漢字を使った四字熟語で何というでしょう？	猪突猛進	
ABC01-02-0727	abc ～the first～	2003/03/30	通常問題	727	結婚披露宴で、花嫁が途中で衣装を替えることを何というでしょう？	お色直し	
ABC01-02-0728	abc ～the first～	2003/03/30	通常問題	728	戦国武将の旗印で、「風林火山」は武田信玄ですが、「六文銭」は誰でしょう？	真田幸村	
ABC01-02-0729	abc ～the first～	2003/03/30	通常問題	729	「デッドリフト」「スクワット」「ベンチプレス」の３種目で行われる、バーベルを挙げる能力を競うスポーツは何でしょう？	パワーリフティング	
ABC01-02-0730	abc ～the first～	2003/03/30	通常問題	730	ミカン、レモン、ダイダイなどを総称して何類というでしょう？	柑橘類	
ABC01-02-0731	abc ～the first～	2003/03/30	通常問題	731	「児童福祉法」でいう「児童」は１８歳までですが、「老人福祉法」でいう「老人」とは何歳からでしょう？	６５歳	
ABC01-02-0732	abc ～the first～	2003/03/30	通常問題	732	男鹿(おが)半島があるのは秋田県ですが、牡鹿(おじか)半島があるのは何県でしょう？	宮城県	
ABC01-02-0733	abc ～the first～	2003/03/30	通常問題	733	鍾乳洞で、上から垂れ下がっているものを鍾乳石というのに対し、地面からそそり立っているものを何というでしょう？	石筍（せきじゅん）	
ABC01-02-0734	abc ～the first～	2003/03/30	通常問題	734	ヒロイン、ブリジット・フォッセーの演技や、ナルシソ・イエペスが奏でるギターの旋律が印象的な、ルネ・クレマン監督の映画は何でしょう？	禁じられた遊び	
ABC01-02-0735	abc ～the first～	2003/03/30	通常問題	735	茶道などで使われる茶室の基本は何畳間でしょう？	四畳半	
ABC01-02-0736	abc ～the first～	2003/03/30	通常問題	736	オルコットの小説「若草物語」で、主人公である四姉妹のファーストネームは何でしょう？	マーチ	
ABC01-02-0737	abc ～the first～	2003/03/30	通常問題	737	フランスの国旗である三色旗で、向かって左側の色は何でしょう？	青	
ABC01-02-0738	abc ～the first～	2003/03/30	通常問題	738	１９６８年の「白い鮫のいる島」でデビューした、本名を井上優美子という漫画家で、代表作にそばかすなんて気にしない「キャンディキャンディ」があるのは誰でしょう？	いがらしゆみこ	
ABC01-02-0739	abc ～the first～	2003/03/30	通常問題	739	池田勇人内閣の厚生大臣として入閣し、日本初の女性大臣となった女性は誰でしょう？	中山マサ	
ABC01-02-0740	abc ～the first～	2003/03/30	通常問題	740	アメリカの各州をカタカナで書くと、長いのはウェストバージニアやニューハンプシャーなどですが、最も短いのは何州でしょう？	ユタ州	
ABC01-02-0741	abc ～the first～	2003/03/30	通常問題	741	建物の屋根、雨どい、塀などによく用いられる、亜鉛メッキをした鉄板を何というでしょう？	トタン	
ABC01-02-0742	abc ～the first～	2003/03/30	通常問題	742	世の中の移り変わりが激しいことを喩えて、「三日見ぬ間の…」何というでしょう？	（三日見ぬ間の）桜	
ABC01-02-0743	abc ～the first～	2003/03/30	通常問題	743	三杯酢に鰹や昆布を加え、煮て作る調味料を、鰹の産地の名を取って何酢というでしょう？	土佐酢	
ABC01-02-0744	abc ～the first～	2003/03/30	通常問題	744	1467年の応仁の乱で、東軍の総大将は細川勝元ですが、西軍の総大将は誰でしょう？	山名持豊（宗全）	
ABC01-02-0745	abc ～the first～	2003/03/30	通常問題	745	ラグビーのナショナルチームの愛称で、「オールブラックス」といえばニュージーランドですが、「スプリングボックス」といえばどこの国でしょう？	南アフリカ共和国	
ABC01-02-0746	abc ～the first～	2003/03/30	通常問題	746	昨年のノーベル化学賞受賞者である田中耕一さんが勤めている会社といえばどこでしょう？	島津製作所	
ABC01-02-0747	abc ～the first～	2003/03/30	通常問題	747	「George is handsome.」という英文に登場する単語のうち、名詞はどれでしょう？	George	
ABC01-02-0748	abc ～the first～	2003/03/30	通常問題	748	大阪市中央区の東横堀川と木津川を結ぶ運河で、阪神ファンやサッカー日本代表のサポーターがよく飛び込むことで知られるのは何でしょう？	道頓堀川	
ABC01-02-0749	abc ～the first～	2003/03/30	通常問題	749	『サンタルチア』はイタリア民謡ですが、『ローレライ』はどこの国の民謡でしょう？	ドイツ	
ABC01-02-0750	abc ～the first～	2003/03/30	通常問題	750	浄瑠璃などを、楽器の伴奏無しで語ることを特に何というでしょう？	素語り	
ABC01-02-0751	abc ～the first～	2003/03/30	通常問題	751	モノレールには跨座式と懸垂式がありますが、東京モノレールなどのようにレールに跨って走行するタイプのものはどちらでしょう？	跨座式	
ABC01-02-0752	abc ～the first～	2003/03/30	通常問題	752	短編集『９つの物語』や、小説『ライ麦畑でつかまえて』などで知られるアメリカの作家は誰でしょう？	（ジェローム・デイビッド・）サリンジャー	
ABC01-02-0753	abc ～the first～	2003/03/30	通常問題	753	女子プロボクサーで、レイラ・アリの父親はモハメド・アリですが、ジャッキー・フレイジャーの父親は、こちらも往年の名ボクサーである誰でしょう？	ジョー・フレイジャー	
ABC01-02-0754	abc ～the first～	2003/03/30	通常問題	754	「白馬会」設立の中心メンバーとして明治時代の美術の発展に貢献した、代表作に『読書』『湖畔』などがある洋画家は誰でしょう？	黒田清輝（せいき）	
ABC01-02-0755	abc ～the first～	2003/03/30	通常問題	755	４月１日に発足する日本郵政公社の初代総裁を務める人物は誰でしょう？	生田正治（まさはる）	
ABC01-02-0756	abc ～the first～	2003/03/30	通常問題	756	佐賀県唐津市から浜玉町にかけて広がる、三保の松原、気比の松原と並んで日本三大松原と呼ばれるのはどこでしょう？	虹の松原	
ABC01-02-0757	abc ～the first～	2003/03/30	通常問題	757	常温で液体の元素は、水銀と何でしょう？	臭素	
ABC01-02-0758	abc ～the first～	2003/03/30	通常問題	758	とても危険なことをするときに使われる言葉で、ある動物を用いて「何の尾を踏む」というでしょう？	虎	
ABC01-02-0759	abc ～the first～	2003/03/30	通常問題	759	青魚の頭と内臓を取り除いた部分を丸ごとすりつぶして作るために色が付くという、静岡県特産の黒い練り物を何というでしょう？	黒はんぺん	
ABC01-02-0760	abc ～the first～	2003/03/30	通常問題	760	1914年6月、オーストリア皇太子夫妻がセルビアの青年に暗殺された事件で、第1次世界大戦の発端となったのは何でしょう？	サラエボ事件	
ABC01-02-0761	abc ～the first～	2003/03/30	通常問題	761	バレーボールの１チームは６人または９人ですが、ビーチバレーボールの１チームは何人でしょう？	２人	
ABC01-02-0762	abc ～the first～	2003/03/30	通常問題	762	ＴＨＥ ＢＯＯＭのヒット曲「島唄」にも歌われている、沖縄県の県の花は何でしょう？	でいご	
ABC01-02-0763	abc ～the first～	2003/03/30	通常問題	763	金大中（キム・デジュン）の任期満了に伴い、大韓民国第１６代大統領に就任したのは誰でしょう？	盧武鉉（ノ・ムヒョン）	
ABC01-02-0764	abc ～the first～	2003/03/30	通常問題	764	親孝行の木こりのために水がお酒に変わったという伝説で知られる、岐阜県にある滝は何でしょう？	養老の滝	
ABC01-02-0765	abc ～the first～	2003/03/30	通常問題	765	「動物記」で有名なシートンはアメリカ人ですが、「昆虫記」で有名なファーブルはどこの国の人でしょう？	フランス	
ABC01-02-0766	abc ～the first～	2003/03/30	通常問題	766	俗に春を告げるとされる生き物で、「春告魚」とはニシンのことですが、「春告鳥」とはどんな鳥のことでしょう？	ウグイス	
ABC01-02-0767	abc ～the first～	2003/03/30	通常問題	767	実印に対して、普段、小包を受け取る時などに使う印鑑のことを何印というでしょう？	認め印	
ABC01-02-0768	abc ～the first～	2003/03/30	通常問題	768	『飛ぶ教室』『ふたりのロッテ』などの代表作がある、ドイツの詩人・小説家・児童文学作家は誰でしょう？	ケストナー	
ABC01-02-0769	abc ～the first～	2003/03/30	通常問題	769	生涯に108曲の交響曲を作り、「交響曲の父」と呼ばれるオーストリアの作曲家は誰でしょう？	ハイドン	
ABC01-02-0770	abc ～the first～	2003/03/30	通常問題	770	「光の画家」といわれたレンブラントと、「炎の画家」といわれたゴッホはともにどこの国の画家でしょう？	オランダ	
ABC01-02-0771	abc ～the first～	2003/03/30	通常問題	771	日本では選挙犯罪に適用されている、ある人の犯罪行為の責任をその関係者にも負わせる制度を何というでしょう？	連座制	
ABC01-02-0772	abc ～the first～	2003/03/30	通常問題	772	アンデス山中にインカ族が建設した「インカ帝国」の、首都はどこだったでしょう？	クスコ	
ABC01-02-0773	abc ～the first～	2003/03/30	通常問題	773	英語で「リキッド･クリスタル」という、分子が結晶のように比較的規則的に配列されたものを何というでしょう？	液晶	
ABC01-02-0774	abc ～the first～	2003/03/30	通常問題	774	バラモン教の神様の名前にちなむ、足の早い人をさす言葉は何でしょう？	韋駄天	
ABC01-02-0775	abc ～the first～	2003/03/30	通常問題	775	７５０ｃｃのオートバイのことを「ナナハン」というのに対し、５０ｃｃのオートバイのことを何というでしょう？	ゼロハン	
ABC01-02-0776	abc ～the first～	2003/03/30	通常問題	776	1911年、清朝が倒され中華民国が樹立された民主主義革命を、この年の干支から何というでしょう？	辛亥革命	
ABC01-02-0777	abc ～the first～	2003/03/30	通常問題	777	サッカーやボクシングなどの国際試合において、審判が開催国の選手に有利な判定をすることを何というでしょう？	ホームタウン・デシジョン	
ABC01-02-0778	abc ～the first～	2003/03/30	通常問題	778	「稜鱗(りょうりん)」とも呼ばれる、魚のアジの仲間に見られる、側線上にあるとげ状の硬いウロコのことを一般に何というでしょう？	ぜいご（ぜんご）	
ABC01-02-0779	abc ～the first～	2003/03/30	通常問題	779	ふとしたきっかけで、ある物事の本質が見えるようになることを「目から何が落ちる」というでしょう？	鱗（うろこ）	
ABC01-02-0780	abc ～the first～	2003/03/30	通常問題	780	朝鮮半島や中国東北部で使われる、床下に煙を通して部屋を暖める暖房装置を何というでしょう？	オンドル	
ABC01-02-0781	abc ～the first～	2003/03/30	通常問題	781	今年は２００３年ですが、今からちょうど４００年前に開かれた幕府といえば何でしょう？	江戸幕府	
ABC01-02-0782	abc ～the first～	2003/03/30	通常問題	782	結婚後も根強い人気の女優・中山美穂の歌手デビュー曲は何でしょう？	『Ｃ』	
ABC01-02-0783	abc ～the first～	2003/03/30	通常問題	783	天狗にさらわれる少年の運命を描いた能楽の題名から名前がついた、吉本新喜劇の常設劇場の名前は何でしょう？	なんばグランド花月	
ABC01-02-0784	abc ～the first～	2003/03/30	通常問題	784	日本の証券取引所で、東京証券取引所がある場所は通称「兜町」と呼ばれますが、大阪証券取引所がある場所の通称は何でしょう？	北浜	
ABC01-02-0785	abc ～the first～	2003/03/30	通常問題	785	芥川賞受賞作が掲載される雑誌は『文藝春秋』ですが、直木賞受賞作が掲載される雑誌は何でしょう？	『オール讀物』	
ABC01-02-0786	abc ～the first～	2003/03/30	通常問題	786	優勝者は牛乳を飲んで勝利を祝う、毎年５月にアメリカのインディアナポリスで行われる自動車レースは何でしょう？	インディ５００	
ABC01-02-0787	abc ～the first～	2003/03/30	通常問題	787	数学で、ａの２乗がｂに等しいとき、ａをｂの「何」というでしょう？	平方根	
ABC01-02-0788	abc ～the first～	2003/03/30	通常問題	788	都市部が拡大するにつれて、郊外地域が無秩序に市街地として拡大してしまう現象のことを何というでしょう?	スプロール現象	
ABC01-02-0789	abc ～the first～	2003/03/30	通常問題	789	南米大陸で最も高い山はアコンカグアですが、北米大陸で最も高い山は何でしょう？	マッキンレー	
ABC01-02-0790	abc ～the first～	2003/03/30	通常問題	790	桜の咲く頃には時々寒い日がありますが、このような日を特に「何冷え」というでしょう？	花冷え	
ABC01-02-0791	abc ～the first～	2003/03/30	通常問題	791	「サディズム」という言葉の語源となった人物はマルキ・ド・サドですが、「マゾヒズム」という言葉の語源となったオーストリアの作家は誰でしょう？	ザッヘル・マゾッホ	
ABC01-02-0792	abc ～the first～	2003/03/30	通常問題	792	ユースホステルの管理人のことを、親の代わりという意味から何というでしょう？	ペアレント	
ABC01-02-0793	abc ～the first～	2003/03/30	通常問題	793	日本の元号をアイウエオ順に並べるといちばん最後になる、貨幣の名称でも知られる元号は何でしょう？	和銅	
ABC01-02-0794	abc ～the first～	2003/03/30	通常問題	794	ボールを打つ道具で、ゲートボールで使われるのはスティックですが、ポロで使われるのは何でしょう？	マレット	
ABC01-02-0795	abc ～the first～	2003/03/30	通常問題	795	背びれには毒があり、刺されると激しく痛む、漢字では「虎の魚」と書く魚は何でしょう？	オコゼ	
ABC01-02-0796	abc ～the first～	2003/03/30	通常問題	796	現在の日本の首都はどこでしょう？	東京	
ABC01-02-0797	abc ～the first～	2003/03/30	通常問題	797	音楽の強弱記号で、「ｐ」はピアノですが、「ｐｐ」は何という言葉を略したものでしょう？	ピアニッシモ	
ABC01-02-0798	abc ～the first～	2003/03/30	通常問題	798	テレビや映画の内容を小説化することを英語で何というでしょう？	ノベライゼーション	
ABC01-02-0799	abc ～the first～	2003/03/30	通常問題	799	牧場の風景にみられる、冬に備えて家畜の飼料を蓄えておく塔を何というでしょう？	サイロ	
ABC01-02-0800	abc ～the first～	2003/03/30	通常問題	800	アンデルセンの「即興詩人」を翻訳した明治の文豪といえば誰でしょう？	森鴎外	
ABC01-02-0801	abc ～the first～	2003/03/30	通常問題	801	スポーツフィッシングの基本的は考えである、釣った魚をすぐに放流することを英語で何というでしょう？	キャッチ・アンド・リリース	
ABC01-02-0802	abc ～the first～	2003/03/30	通常問題	802	懐かしの人気漫画『キャッツ・アイ』で活躍した三姉妹とは、泪（るい）、瞳とあと一人は誰でしょう？	愛	
ABC01-02-0803	abc ～the first～	2003/03/30	通常問題	803	日本で、最高裁判所以外の裁判所を、総称して何と呼ぶでしょう？	下級裁判所	
ABC01-02-0804	abc ～the first～	2003/03/30	通常問題	804	野生馬の繁殖地やソテツの自生地として有名な、宮崎県最南端の岬はどこでしょう？	都井岬	
ABC01-02-0805	abc ～the first～	2003/03/30	通常問題	805	「生きた化石」とも呼ばれ、体の外側にある鳥の口ばしに似た渦巻状の貝殻を持つことで知られる軟体動物は何でしょう？	オウム貝	
ABC01-02-0806	abc ～the first～	2003/03/30	通常問題	806	柔らかい感じの中間色、淡い色合いのことを、ある画材の名をとって「何カラー」というでしょう？	パステルカラー	
ABC01-02-0807	abc ～the first～	2003/03/30	通常問題	807	西洋料理で、指が汚れる料理を食べる際に用いる、水の入った容器は何でしょう？	フィンガーボウル	
ABC01-02-0808	abc ～the first～	2003/03/30	通常問題	808	中国との国交回復、金とドルの交換停止、ウォーターゲート事件から連想される、アメリカ第３７代大統領は誰でしょう？	ニクソン (Richard Milhaus Nixon)	
ABC01-02-0809	abc ～the first～	2003/03/30	通常問題	809	競馬のGⅠ競走、さて、このGは何という言葉を略したものでしょう？	グレード	
ABC01-02-0810	abc ～the first～	2003/03/30	通常問題	810	ＤＮＡを構成する４つの塩基とは、グアニン、シトシン、アデニンと何でしょう？	チミン	
ABC01-02-0811	abc ～the first～	2003/03/30	通常問題	811	新聞や雑誌などでスクープすることを「スッパ抜く」といいますが、この「スッパ」とはどんな人のことを指す？	忍者	
ABC01-02-0812	abc ～the first～	2003/03/30	通常問題	812	4月1日、市町村合併により「東かがわ市」が誕生するのは香川県ですが、「南アルプス市」が誕生するのは何県でしょう？	山梨県	
ABC01-02-0813	abc ～the first～	2003/03/30	通常問題	813	『夢路より』『おおスザンナ』『草競馬』などで知られるアメリカの作曲家は誰でしょう？	フォスター	
ABC01-02-0814	abc ～the first～	2003/03/30	通常問題	814	「Ｖシネマの帝王」の異名を取る哀川翔が、かつて柳葉敏郎らと組んでいたパフォーマンス集団といえば何でしょう？	一世風靡セピア	
ABC01-02-0815	abc ～the first～	2003/03/30	通常問題	815	主に麻やナイロンで編んで作られる、夏の避暑地で涼んで寝るために木などに吊す道具のことを何というでしょう？	ハンモック	
ABC01-02-0816	abc ～the first～	2003/03/30	通常問題	816	和歌の枕詞で、「みすずかる」に掛かる場所は信濃ですが、「あおによし」に掛かる場所はどこでしょう?	奈良	
ABC01-02-0817	abc ～the first～	2003/03/30	通常問題	817	かつての大相撲のライバル力士で、大鵬といえば柏戸ですが、谷風といえば誰でしょう？	小野川	
ABC01-02-0818	abc ～the first～	2003/03/30	通常問題	818	生涯に90回もの引っ越しをしたことでも有名な、『富嶽三十六景』で知られる浮世絵師といえば誰でしょう？	葛飾北斎	
ABC01-02-0819	abc ～the first～	2003/03/30	通常問題	819	三権分立の三権とは、司法、立法と何でしょう？	行政	
ABC01-02-0820	abc ～the first～	2003/03/30	通常問題	820	グッチ、カルティエ、ティファニーなどの高級ブティックが並ぶ、ニューヨークのマンハッタンを東西に分ける通りは何番街でしょう？	５番街	
ABC01-02-0821	abc ～the first～	2003/03/30	通常問題	821	「化学変化の前後で質量の総和は変わらない」という「質量保存の法則」を発見した、フランスの科学者は誰でしょう？	ラボアジェ	
ABC01-02-0822	abc ～the first～	2003/03/30	通常問題	822	英語で「人の目を盗むやり方」という意味の、特殊な塗料によってレーダーでの探知を難しくした爆撃機を何というでしょう？	ステルス	
ABC01-02-0823	abc ～the first～	2003/03/30	通常問題	823	お酒のつまみとしてきゅうりなどに添えられる、発酵がすんでまだ漉していない酒や醤油を何というでしょう？	もろみ（諸味・醪）	
ABC01-02-0824	abc ～the first～	2003/03/30	通常問題	824	平安時代、「宇治殿」と呼ばれたのは藤原頼道ですが、「六波羅殿」と呼ばれたのは誰でしょう？	平清盛	
ABC01-02-0825	abc ～the first～	2003/03/30	通常問題	825	野球で「エース」といえば主戦ピッチャーのことをいいますが、ゴルフで「エース」といえば何のことでしょう？	ホールインワン	
ABC01-02-0826	abc ～the first～	2003/03/30	通常問題	826	熱帯および亜熱帯地方の海岸や河口に見られる常緑低木の林で、日本語で「紅樹林」と呼ばれるものは何でしょう？	マングローブ	
ABC01-02-0827	abc ～the first～	2003/03/30	通常問題	827	「ゆりかごから墓場まで」という言葉が初めて使われた、1942年発表のイギリスの社会保険に関する報告書は何でしょう?	ビバリッジ報告	
ABC01-02-0828	abc ～the first～	2003/03/30	通常問題	828	初夏に三陸地方に吹く北東風で、稲作などに被害を与え、冷害の原因となる地方風を何というでしょう？	やませ	
ABC01-02-0829	abc ～the first～	2003/03/30	通常問題	829	太陽の周りを回る惑星や彗星などが、太陽にもっとも近づく点を何というでしょう？	近日点	
ABC01-02-0830	abc ～the first～	2003/03/30	通常問題	830	漢字で、「煙の草」と書くとタバコと読みますが、「煙の管」と書くと何と読むでしょう？	キセル	
ABC01-02-0831	abc ～the first～	2003/03/30	通常問題	831	フランス料理の前菜はオードブルといいますが、ロシア料理の前菜は何というでしょう？	ザクースカ	
ABC01-02-0832	abc ～the first～	2003/03/30	通常問題	832	日本神話で、高天原を追放された後、ヤマタノオロチを退治し、クシナダヒメと結婚したとされる神は誰でしょう？	スサノオノミコト	
ABC01-02-0833	abc ～the first～	2003/03/30	通常問題	833	占いの一種であるタロットカード、１セットは何枚からなるでしょう？	７８枚	
ABC01-02-0834	abc ～the first～	2003/03/30	通常問題	834	展覧会を開催する前日に、招待者を呼んで行う内覧会のことを「ニスを塗る」という意味のフランス語で何というでしょう？	ベルニサージュ	
ABC01-02-0835	abc ～the first～	2003/03/30	通常問題	835	一級河川を管理するのは国土交通大臣ですが、二級河川を管理するのは誰でしょう？	都道府県知事	
ABC01-02-0836	abc ～the first～	2003/03/30	通常問題	836	中心都市パレルモには世界的に有名な天文台がある、イタリア半島の南に位置する地中海最大の島といえば何でしょう？	シチリア島	
ABC01-02-0837	abc ～the first～	2003/03/30	通常問題	837	東京の芝浦周辺でよく取れたことからその名がついたといわれるエビの種類は何でしょう？	シバエビ	
ABC01-02-0838	abc ～the first～	2003/03/30	通常問題	838	秘密などを表情に出さないことを「おくびにもださない」といいますが、この「おくび」とはどんな生理現象のことでしょう？	げっぷ	
ABC01-02-0839	abc ～the first～	2003/03/30	通常問題	839	アマチュア無線の交信で使われる「ＣＱ」とは、何という言葉の略でしょう？	Call to Quarters	
ABC01-02-0840	abc ～the first～	2003/03/30	通常問題	840	1930年からドイツとフランスとの国境に構築された要塞線のことを、フランスの陸相の名をとって何というでしょう？	マジノ線	
ABC01-02-0841	abc ～the first～	2003/03/30	通常問題	841	アメフトで、攻撃や守備の作戦を立てるため試合中に行う会議のことを何というでしょう？	ハドル	
ABC01-02-0842	abc ～the first～	2003/03/30	通常問題	842	別名をオウゴンカズラというサトイモ科の植物で、鉢植えの観葉植物として人気があるのは何でしょう？	ポトス	
ABC01-02-0843	abc ～the first～	2003/03/30	通常問題	843	はじめに油断させ、後はすばやく行動せよという意味の言葉で「始めは処女の如く」といえば「後は何の如く」と続くでしょう？	脱兎	
ABC01-02-0844	abc ～the first～	2003/03/30	通常問題	844	頭はライオン、体は魚の形をしている、シンガポールの名物といえば何でしょう？	マーライオン	
ABC01-02-0845	abc ～the first～	2003/03/30	通常問題	845	今年２月に発表された第４５回グラミー賞で、最優秀新人賞などの主要部門を独占した女性シンガーは誰でしょう？	ノラ・ジョーンズ	
